iter	RMSE
171	17.37768856
172	17.30816303
173	17.2307357
174	17.06865612
175	16.98410182
176	16.8637767
177	16.76478868
178	16.64729814
179	16.49312863
180	16.4214195
181	16.33969576
182	16.24864172
183	16.17779831
184	16.03856574
185	15.94651417
186	15.87589016
187	15.78095796
188	15.68689828
189	15.58938065
190	15.47292212
191	15.42149786
192	15.30653069
193	15.23824917
194	15.12918286
195	15.01632067
196	14.90354467
197	14.82251903
198	14.72162169
199	14.66605956
200	14.56735575
201	14.46231078
202	14.38251671
203	14.28374625
204	14.22466014
205	14.12130862
206	14.06585159
207	14.0083946
208	13.95106857
209	13.91058368
210	13.81846979
211	13.70574329
212	13.63871715
213	13.5393034
214	13.46745559
215	13.35756121
216	13.30152197
217	13.22389321
218	13.14643037
219	13.06134755
220	12.99102492
221	12.88702598
222	12.79774041
223	12.70738618
224	12.62881519
225	12.5827435
226	12.50474356
227	12.45118051
228	12.36143509
229	12.32376168
230	12.26495509
231	12.2381918
232	12.15227093
233	12.09816431
234	12.03621618
235	11.97456746
236	11.90174625
237	11.83204727
238	11.80001315
239	11.72205127
240	11.65817758
241	11.5876598
242	11.5128414
243	11.43787716
244	11.38815566
245	11.34182152
246	11.2737621
247	11.20738338
248	11.15950142
249	11.09810581
250	11.03006547
251	10.98564541
252	10.96333354
253	10.8999858
254	10.84407376
255	10.81075297
256	10.78293472
257	10.73425491
258	10.65970208
259	10.59815202
260	10.54084153
261	10.48426703
262	10.42635121
263	10.3622277
264	10.30385818
265	10.24471864
266	10.19266997
267	10.16082753
268	10.10919517
269	10.0619678
270	10.02464596
271	9.975813245
272	9.927103636
273	9.905018467
274	9.847614973
275	9.801312263
276	9.760390379
277	9.715330191
278	9.679615572
279	9.634160176
280	9.609723515
281	9.579344693
282	9.532968864
283	9.497036835
284	9.464943674
285	9.415427475
286	9.375902168
287	9.354271174
288	9.309454364
289	9.26649718
290	9.217710621
291	9.171840687
292	9.153484188
293	9.125052705
294	9.089349749
295	9.054018715
296	9.015713041
297	8.985751544
298	8.957867504
299	8.911780259
300	8.868516988
301	8.840395
302	8.797541924
303	8.768559408
304	8.745904005
305	8.691219113
306	8.657962659
307	8.619337407
308	8.589330137
309	8.555542142
310	8.523784069
311	8.491990924
312	8.460705144
313	8.423473942
314	8.394131095
315	8.363964152
316	8.326519902
317	8.305670411
318	8.266737189
319	8.226956016
320	8.191288432
321	8.179805059
322	8.162985939
323	8.142661409
324	8.137581487
325	8.104340014
326	8.085794505
327	8.063777058
328	8.026277285
329	7.999514185
330	7.976143539
331	7.9422362
332	7.937482055
333	7.905845077
334	7.889848323
335	7.867792513
336	7.838640898
337	7.825400429
338	7.794841749
339	7.765314981
340	7.740970325
341	7.729552081
342	7.704938586
343	7.675811257
344	7.65551845
345	7.625059118
346	7.59981925
347	7.573593249
348	7.554468352
349	7.531947045
350	7.513953001
351	7.488017521
352	7.469028046
353	7.442880357
354	7.407252311
355	7.38043656
356	7.354889664
357	7.334239579
358	7.309443798
359	7.299267358
360	7.273881387
361	7.257838501
362	7.233655121
363	7.210025671
364	7.188429266
365	7.15881409
366	7.13709141
367	7.110128771
368	7.078995083
369	7.055451887
370	7.039875804
371	7.017955343
372	7.001297699
373	6.981052446
374	6.952706198
375	6.925772881
376	6.897261823
377	6.86951727
378	6.855472421
379	6.827966751
380	6.805939001
381	6.787837157
382	6.764897381
383	6.744973364
384	6.725213336
385	6.699084846
386	6.67778035
387	6.65242187
388	6.627066917
389	6.602943852
390	6.589502571
391	6.569241511
392	6.553532148
393	6.542654409
394	6.513807279
395	6.4917336
396	6.476117601
397	6.464092637
398	6.457426757
399	6.432496595
400	6.416950065
401	6.404894838
402	6.388172219
403	6.367851381
404	6.352505822
405	6.336736001
406	6.323800582
407	6.304567942
408	6.288103194
409	6.270530956
410	6.249572332
411	6.228171913
412	6.209419089
413	6.191982139
414	6.187566911
415	6.169103797
416	6.159807213
417	6.143003109
418	6.126877594
419	6.103253971
420	6.077881416
421	6.059791352
422	6.047876151
423	6.029217679
424	6.014381576
425	5.993123091
426	5.98146267
427	5.959612989
428	5.944214266
429	5.929841083
430	5.907945804
431	5.899632101
432	5.889053789
433	5.873418775
434	5.857013053
435	5.838359305
436	5.827459953
437	5.811935828
438	5.801353488
439	5.786471261
440	5.771501811
441	5.756662623
442	5.745451746
443	5.731723035
444	5.718677533
445	5.701710229
446	5.690889763
447	5.682375593
448	5.670275376
449	5.65613676
450	5.640480767
451	5.627334671
452	5.613695153
453	5.599418188
454	5.581755388
455	5.567432968
456	5.5545957
457	5.535523231
458	5.527572636
459	5.511159607
460	5.494792008
461	5.485168652
462	5.471610981
463	5.459925911
464	5.446646272
465	5.433986766
466	5.414281329
467	5.409129825
468	5.39731798
469	5.388705923
470	5.381632308
471	5.379340128
472	5.367042512
473	5.355875319
474	5.341282643
475	5.326262805
476	5.311113591
477	5.300374658
478	5.287960438
479	5.275630645
480	5.259074102
481	5.248366619
482	5.237104841
483	5.218898839
484	5.205802353
485	5.19009755
486	5.177646487
487	5.165146273
488	5.147212961
489	5.134550338
490	5.119076376
491	5.108571062
492	5.095074617
493	5.092773895
494	5.083286595
495	5.071795667
496	5.057978894
497	5.042919985
498	5.03355807
499	5.022974502
500	5.009120034
501	4.99963254
502	4.987484902
503	4.977670545
504	4.973665103
505	4.959787986
506	4.949970327
507	4.939447811
508	4.926226225
509	4.915704503
510	4.90860172
511	4.893585983
512	4.881335635
513	4.873877226
514	4.859527243
515	4.850226796
516	4.837459974
517	4.828784793
518	4.815060623
519	4.804440253
520	4.795015759
521	4.787422109
522	4.77633637
523	4.763382297
524	4.754094178
525	4.744633825
526	4.733710218
527	4.721325364
528	4.709913116
529	4.699959757
530	4.69074489
531	4.687465225
532	4.685503233
533	4.677901295
534	4.669067835
535	4.656918999
536	4.646109141
537	4.634167976
538	4.625281255
539	4.616531147
540	4.613034312
541	4.605389124
542	4.595870499
543	4.586689974
544	4.578603037
545	4.571476486
546	4.556179145
547	4.54557956
548	4.536270102
549	4.524617652
550	4.514916568
551	4.505095945
552	4.493564496
553	4.481891426
554	4.470353721
555	4.460513082
556	4.446061341
557	4.436554468
558	4.427805882
559	4.415755915
560	4.407090224
561	4.399054486
562	4.392200417
563	4.378843256
564	4.377191111
565	4.368348019
566	4.356684014
567	4.346218952
568	4.333097787
569	4.321514525
570	4.312068582
571	4.305712523
572	4.295206044
573	4.288059691
574	4.279364582
575	4.269192413
576	4.262637632
577	4.252527972
578	4.240861601
579	4.235599459
580	4.22597743
581	4.216450908
582	4.20688046
583	4.19978632
584	4.192325826
585	4.183955443
586	4.173766345
587	4.165287762
588	4.155874587
589	4.147106219
590	4.144062716
591	4.129999616
592	4.119317953
593	4.110599253
594	4.103391906
595	4.09191194
596	4.089799359
597	4.082280095
598	4.069333938
599	4.062263033
600	4.053965488
601	4.045999959
602	4.038289101
603	4.03140583
604	4.025468988
605	4.016321642
606	4.005131808
607	3.994583991
608	3.988445836
609	3.978493087
610	3.972936574
611	3.963319031
612	3.951846406
613	3.950228122
614	3.941421041
615	3.939510872
616	3.930409848
617	3.925929857
618	3.917637814
619	3.908585159
620	3.89660858
621	3.895145302
622	3.8859663
623	3.880483086
624	3.875122261
625	3.868857503
626	3.863657952
627	3.860548364
628	3.853329554
629	3.843419503
630	3.841026398
631	3.831161678
632	3.824434818
633	3.821523358
634	3.815522107
635	3.804733684
636	3.796432904
637	3.790054286
638	3.786536197
639	3.780174738
640	3.773375269
641	3.765645717
642	3.759164383
643	3.752344781
644	3.746302547
645	3.740068397
646	3.734671944
647	3.730053304
648	3.722774444
649	3.715492425
650	3.707182544
651	3.700467876
652	3.697469966
653	3.690683846
654	3.686318196
655	3.680280948
656	3.671242307
657	3.666060396
658	3.661647887
659	3.654227687
660	3.648794922
661	3.642477303
662	3.634874521
663	3.626082437
664	3.621821721
665	3.615391728
666	3.610062171
667	3.603512189
668	3.597020413
669	3.590490675
670	3.581412788
671	3.576914438
672	3.568578655
673	3.559392278
674	3.552382829
675	3.547104958
676	3.539342499
677	3.529833787
678	3.523765876
679	3.516224198
680	3.50923611
681	3.503802113
682	3.497389315
683	3.489760468
684	3.485533639
685	3.479235855
686	3.475618457
687	3.468828258
688	3.465173148
689	3.457892303
690	3.45190843
691	3.44720985
692	3.441401205
693	3.440118976
694	3.43426924
695	3.427281232
696	3.419701063
697	3.412408882
698	3.407941183
699	3.402129637
700	3.397050111
701	3.389435577
702	3.384352537
703	3.377671687
704	3.371983999
705	3.36503417
706	3.360419814
707	3.351029139
708	3.346777202
709	3.341513469
710	3.337776341
711	3.332529842
712	3.326042561
713	3.318976411
714	3.310806176
715	3.301498061
716	3.295665762
717	3.289325099
718	3.285346201
719	3.278997055
720	3.272765823
721	3.265177507
722	3.260490113
723	3.255237213
724	3.250196405
725	3.241661109
726	3.23900038
727	3.2342155
728	3.227363284
729	3.225142101
730	3.219087583
731	3.211620973
732	3.205132079
733	3.197734996
734	3.190607243
735	3.183675987
736	3.179198143
737	3.173793496
738	3.171674167
739	3.16500278
740	3.157866324
741	3.151488991
742	3.146404721
743	3.142163976
744	3.136640066
745	3.131618784
746	3.12613508
747	3.117778748
748	3.114101748
749	3.108344383
750	3.103031511
751	3.096261933
752	3.089445639
753	3.08512657
754	3.076672198
755	3.074485702
756	3.068496765
757	3.062164241
758	3.0541903
759	3.050197909
760	3.044867442
761	3.040819973
762	3.035657273
763	3.031736905
764	3.024340629
765	3.018404132
766	3.013524745
767	3.0076156
768	3.002762923
769	2.996557833
770	2.989981669
771	2.985070175
772	2.98344997
773	2.978060711
774	2.972081332
775	2.967857397
776	2.963355489
777	2.956973613
778	2.952002597
779	2.946308568
780	2.939215662
781	2.933420982
782	2.930256902
783	2.924943592
784	2.919017534
785	2.913579692
786	2.909452423
787	2.905183208
788	2.898636369
789	2.892851069
790	2.888260629
791	2.881495535
792	2.877199585
793	2.872443509
794	2.868299106
795	2.864330034
796	2.860933216
797	2.858098723
798	2.854136228
799	2.849486134
800	2.848254924
801	2.842735056
802	2.835433351
803	2.830799029
804	2.822869913
805	2.81754032
806	2.814039774
807	2.807919131
808	2.802539532
809	2.799541017
810	2.794890634
811	2.790659673
812	2.786603931
813	2.780637026
814	2.773200113
815	2.766238032
816	2.761709563
817	2.7562933
818	2.750078942
819	2.746314823
820	2.742192538
821	2.736945293
822	2.732358508
823	2.727680031
824	2.7200336
825	2.714728731
826	2.70859376
827	2.702901729
828	2.700514372
829	2.696703075
830	2.692211128
831	2.687943253
832	2.682284041
833	2.677088869
834	2.672197887
835	2.669421845
836	2.665703226
837	2.66282544
838	2.658877879
839	2.65604934
840	2.651169396
841	2.64638586
842	2.644487271
843	2.639979495
844	2.636896503
845	2.633920371
846	2.627238557
847	2.623031306
848	2.620022289
849	2.617492061
850	2.614565884
851	2.611080379
852	2.606924359
853	2.601614949
854	2.595152596
855	2.591534692
856	2.586588672
857	2.581678749
858	2.576863568
859	2.573064271
860	2.568910511
861	2.563794458
862	2.558715764
863	2.553578789
864	2.550321525
865	2.54750287
866	2.542566693
867	2.535953905
868	2.532342443
869	2.528173301
870	2.524328917
871	2.519943581
872	2.516624614
873	2.512823569
874	2.509146902
875	2.502088763
876	2.497379979
877	2.494225855
878	2.490763605
879	2.48392769
880	2.479397857
881	2.475606486
882	2.471107559
883	2.466706742
884	2.461398055
885	2.458956233
886	2.45514527
887	2.453094865
888	2.448529746
889	2.445063608
890	2.440635236
891	2.437452718
892	2.430208605
893	2.426031369
894	2.422256912
895	2.419211024
896	2.412484221
897	2.409927922
898	2.405850449
899	2.403446074
900	2.399753363
901	2.395567769
902	2.392316093
903	2.388319012
904	2.386410033
905	2.384099341
906	2.379973933
907	2.378458512
908	2.374076038
909	2.369228186
910	2.366017766
911	2.362772804
912	2.360285074
913	2.357787869
914	2.352745196
915	2.348445768
916	2.345580273
917	2.340695438
918	2.334506137
919	2.331099021
920	2.32721736
921	2.322352462
922	2.319031782
923	2.3156788
924	2.311290357
925	2.305025748
926	2.303175607
927	2.300350181
928	2.298167192
929	2.29479126
930	2.28939056
931	2.287167347
932	2.283245093
933	2.280543332
934	2.275123762
935	2.272157328
936	2.270025297
937	2.268135914
938	2.264409502
939	2.259210186
940	2.254562175
941	2.250562821
942	2.245308324
943	2.24221143
944	2.239028241
945	2.235495009
946	2.233106846
947	2.229916945
948	2.225879907
949	2.223278985
950	2.220122213
951	2.216363051
952	2.213433856
953	2.208665494
954	2.206468712
955	2.202830158
956	2.200616692
957	2.196918652
958	2.193857055
959	2.189872621
960	2.18839531
961	2.183222413
962	2.180785092
963	2.178574737
964	2.175653746
965	2.174114774
966	2.171755874
967	2.171087049
968	2.165946964
969	2.164225216
970	2.162685153
971	2.161221739
972	2.157243164
973	2.153912133
974	2.15146539
975	2.149009729
976	2.146870413
977	2.145527069
978	2.143043972
979	2.139610947
980	2.13622629
981	2.132329062
982	2.128762091
983	2.126065591
984	2.123831957
985	2.120874036
986	2.117825856
987	2.114825117
988	2.111405728
989	2.108414815
990	2.105491882
991	2.103135623
992	2.101498468
993	2.098367491
994	2.094230519
995	2.092257781
996	2.088641596
997	2.085743589
998	2.079844083
999	2.077409479
